,Artist,Title,emotion,calm,sorrow,power,joy,romance
1123,Ariana Grande,​safety net,sorrow,0.016666667,0.383333333,0.62175494,0.30316898,0.35
1124,Eminem,Mystical Diss,sorrow,0.008410743,0.035808295,0.8545255,0.08522475,0.016030703
1125,Eminem,Billie Eilish,sorrow,0.20910436,0.716666667,0.66961294,0.014507285,0.15
1126,Eminem,Evil Deeds,sorrow,0.010654571,0.233333333,0.65,0.8445928,0.033333333
1127,Post Malone,Don't Make Me,sorrow,0.01042801,0.002100258,0.68869615,0.29787922,0.000896349
1128,Post Malone,Feeling Whitney,sorrow,0.033333333,0.933333333,0.064161,0.8068995,0.024848422
1129,Ariana Grande,Just a Little Bit of Your Heart,sorrow,0.05,0.7,0.1,0.083333333,0.96191627
1130,Nicki Minaj,L'Ultimo Bicchiere,sorrow,0.007078403,0.233333333,0.316666667,0.6332575,0.416666667
1131,Lady Gaga,1000 Doves (Piano Demo),sorrow,0.14622805,0.964285714,0.017857143,0.0405625,0.600226
1132,Taylor Swift,Out of the Woods,sorrow,0.00911615,0.583333333,0.183333333,0.054424144,0.9159121
1133,BeyoncÃ©,Donât Hurt Yourself,sorrow,0.017419033,0.083333333,0.166666667,0.8161568,0.65
1134,Justin Bieber,Fall,sorrow,0.033333333,0.266666667,0.233333333,0.116666667,0.97323203
1135,Post Malone,Blame It On Me,sorrow,0.00432985,0.9494467,0.005846005,0.001375217,0.039002374
1136,Maroon 5,Not Falling Apart,sorrow,0.07757626,0.8383899,0.386363636,0.136363636,0.159090909
1137,Maroon 5,Whiskey,sorrow,0.013451399,0.483333333,0.116666667,0.283333333,0.6505069
1138,Taylor Swift,Tim McGraw (Demo),sorrow,0.10127954,0.816666667,0.009931222,0.6244892,0.26275566
1139,Taylor Swift,The Last Time,sorrow,0.023906242,0.4,0.133333333,0.266666667,0.6888879
1140,Nicki Minaj,Tay- Fire Burns,sorrow,0.003656755,0.183333333,0.216666667,0.69710016,0.366666667
1141,Selena Gomez,Sad Serenade,sorrow,0.009642771,0.4,0.233333333,0.15,0.603357
1142,Olivia Rodrigo,drivers license,sorrow,0.00160358,0.001637129,0.006138276,0.80617595,0.18444507
1143,Seafret,Atlantis,sorrow,0.7107129,0.783333333,0.08080572,0.032772113,0.166666667
1144,Justin Bieber,Heartache,sorrow,0.002090062,0.004736009,0.002928619,0.037541784,0.95270354
1145,Justin Bieber,That Should Be Me,sorrow,0.166666667,0.433333333,0.1,0.116666667,0.91363746
1146,Eminem,Kill My Pain (Mixup),sorrow,0.053974666,0.483333333,0.4493683,0.35591334,0.05
1147,Lady Gaga,Let Love Down,sorrow,0.00342513,0.716666667,0.233333333,0.033333333,0.9551248
1148,Taylor Swift,Invisible,sorrow,0.002789886,0.010132856,0.001447656,0.010481426,0.9751482
1149,Justin Bieber,Insecurities,sorrow,0.004162961,0.533333333,0.116666667,0.1,0.9657079
1150,Ariana Grande,The Christmas Song (Chestnuts Roasting On An Open Fire),sorrow,0.033333333,0.866666667,0.016666667,0.9768836,0.083333333
1151,Taylor Swift,Teardrops On My Guitar (Acoustic),sorrow,0.066666667,0.65,0.05,0.0379809,0.9427672
1152,Post Malone,Lounge Act,sorrow,0.019230769,0.884615385,0.019230769,0.019230769,0.9366127
1153,Maroon 5,Out of Goodbyes,sorrow,0.042698927,0.816666667,0.083333333,0.016666667,0.3851584
1154,Post Malone,Cold,sorrow,0.030359795,0.516666667,0.05,0.054778628,0.7894461
1155,Selena Gomez,Loveâs Not Over,sorrow,0.26521984,0.65,0.083333333,0.2429946,0.22828744
1156,Taylor Swift,Beautiful Ghosts,sorrow,0.45,0.516666667,0.73195755,0.0946328,0.006316617
1157,Post Malone,No Reason (Version 1),sorrow,0.014803481,0.001632419,0.38762867,0.595068,0.00086742
1158,Eminem,Space Bound,sorrow,0.05767658,0.6,0.36825177,0.055859797,0.15987933
1159,Eminem,Never Love Again,sorrow,0.033898305,0.423728814,0.474576271,0.033898305,0.9824974
1160,Nicki Minaj,Grand Piano,sorrow,0.166666667,0.683333333,0.72807723,0.066666667,0.018428445
1161,Taylor Swift,Didn't They,sorrow,0.06600304,0.183333333,0.266666667,0.58998555,0.483333333
1162,Nicki Minaj,Miss Me*,sorrow,0.03197239,0.55327934,0.29151142,0.013169092,0.110067815
1163,Taylor Swift,Innocent,sorrow,0.05,0.75570077,0.183333333,0.166666667,0.266666667
1164,Lady Gaga,Love Sick Girl (Demo),sorrow,0.009752004,0.8623141,0.068594776,0.020402726,0.038936324
1165,Maroon 5,Just a Feeling,sorrow,0.013587072,0.90384,0.002814637,0.083333333,0.07780646
1166,Post Malone,Hollywood Dreams / Come Down,sorrow,0.009812928,0.716666667,0.016666667,0.9776405,0.033333333
1167,Cardi B,WAP (Clean),sorrow,0.002428827,0.000955213,0.013554988,0.9814834,0.001577609
1168,Gracie Abrams,"I miss you, I’m sorry",sorrow,0.00179581,0.120235786,0.81306565,0.020660063,0.044242695
1169,Lady Gaga,Oh Well,sorrow,0.040971905,0.35241076,0.109735265,0.14042194,0.35646012
1170,Eminem,Say Goodbye Hollywood,sorrow,0.01247381,0.783333333,0.09201759,0.083333333,0.133333333
1171,Justin Bieber,Alone,sorrow,0.557692308,0.8162913,0.019230769,0.001882077,0.17125908
1172,Eminem,Stronger Than I Was,sorrow,0.016666667,0.766666667,0.166666667,0.016666667,0.7113665
1173,Selena Gomez,Lose You To Love Me (Demo Version),sorrow,0.05,0.9,0.016666667,0.003751983,0.32387114
1174,Ariana Grande,​successful,sorrow,0.002627186,0.000392465,0.001088421,0.9811973,0.0146946
1175,Ariana Grande,Touch It,sorrow,0.016666667,0.916666667,0.033333333,0.016666667,0.9498798
1176,Ariana Grande,​dangerous woman (live),sorrow,0.09211439,0.383333333,0.2,0.10301883,0.7354143
1177,Eminem,The Kids,sorrow,0.033333333,0.15,0.716666667,0.9221727,0.066666667
1178,Taylor Swift,"Baby, Don't You Break My Heart Slow",sorrow,0.283333333,0.466666667,0.001747652,0.001407927,0.9540416
1179,Post Malone,I Know,sorrow,0.15998518,0.340425532,0.29787234,0.27671462,0.27550465
1180,Justin Bieber,Maria,sorrow,0.19791064,0.009192506,0.12874009,0.65417695,0.009979707
1181,Ariana Grande,Ariana Grande - pov (terjemahan bahasa indonesia),sorrow,0.05,0.2,0.6438183,0.32237035,0.483333333
1182,Taylor Swift,seven (the long pond studio sessions),sorrow,0.216666667,0.433333333,0.000640982,0.133333333,0.98939437
1183,Dean Lewis,How Do I Say Goodbye,sorrow,0.011998787,0.22956888,0.011940188,0.007348701,0.7391435
1184,Nicki Minaj,Dreams '07,sorrow,0.016600745,0.2,0.21879709,0.7626936,0.516666667
1185,Nicki Minaj,Marilyn Monroe,sorrow,0.11859785,0.483333333,0.15827487,0.5389728,0.233333333
1186,Taylor Swift,Brought Up That Way,sorrow,0.043482285,0.95,0.43101546,0.19169216,0.05
1187,Eminem,Stimulate,sorrow,0.025575608,0.883333333,0.083333333,0.95141804,0.016666667
1188,Taylor Swift,Girl at Home,sorrow,0.092294626,0.45,0.23330477,0.366666667,0.37899667
1189,Selena Gomez,Someone Else,sorrow,0.05,0.65,0.5996301,0.19149913,0.17237605
1190,Taylor Swift,ivy,sorrow,0.018085824,0.19278185,0.006092401,0.002643698,0.78039616
1191,Taylor Swift,Mean,sorrow,0.002608045,0.5,0.97665566,0.066666667,0.35
1192,Nicki Minaj,How To Break A Heart,sorrow,0.004907602,0.316666667,0.116666667,0.333333333,0.97363746
1193,Justin Bieber,Mama’s Boy,sorrow,0.043677744,0.19334786,0.3022164,0.40089878,0.059859138
1194,Selena Gomez,Unfamiliar (Demo),sorrow,0.46790445,0.29169348,0.14964366,0.06622548,0.02453297
1195,Maroon 5,Beautiful Goodbye,sorrow,0.008872568,0.40624434,0.516666667,0.366666667,0.5786524
1196,Nicki Minaj,Letter to Lil Wayne,sorrow,0.009068807,0.466666667,0.25,0.956713,0.133333333
1197,BeyoncÃ©,Si Yo Fuera un Chico,sorrow,0.116666667,0.4,0.166666667,0.20122515,0.7084967
1198,Sam Tompkins,Lose It All,sorrow,0.033333333,0.966666667,0.001299608,0.003573252,0.90463
1199,Nicki Minaj,Up in Flames,sorrow,0.003583177,0.75,0.183333333,0.8336047,0.002016095
1200,Taylor Swift,epiphany,sorrow,0.066666667,0.883333333,0.8993692,0.033333333,0.016666667
1201,Eminem,Kim,sorrow,0.050518963,0.866666667,0.70449877,0.2139486,0.033333333
1202,Billie Eilish,Bury a friend (Zeds Dead Remix),sorrow,0.23656264,0.009008233,0.6057022,0.1473207,0.001406164
1203,Maroon 5,Misery (Bimbo Jones radio edit),sorrow,0.017821468,0.7275505,0.004236049,0.003194979,0.247197
1204,Ariana Grande,Shhh,sorrow,0.019230769,0.461538462,0.011138901,0.122404926,0.8540615
1205,Eminem,Yellow Brick Road,sorrow,0.6201894,0.6,0.233333333,0.29312217,0.016666667
1206,Eminem,Drips,sorrow,0.004501978,0.003243734,0.065198846,0.92592967,0.001125834
1207,Ariana Grande,Problem,sorrow,0.011058464,0.049609564,0.0068273,0.00616166,0.9263431
1208,Ariana Grande,​get well soon,sorrow,0.012604606,0.983333333,0.030142859,0.004634475,0.01857166
1209,Nicki Minaj,Dear Old Nicki,sorrow,0.012885112,0.13601841,0.45,0.15,0.6958555
1210,Lauren Spencer Smith,Flowers,sorrow,0.203703704,0.666666667,0.037037037,0.018518519,0.9879439
1211,Maroon 5,I Can’t Lie,sorrow,0.007190073,0.7627118,0.1,0.066666667,0.333333333
1212,Taylor Swift,Never Fade,sorrow,0.044454236,0.71318763,0.078996636,0.07189669,0.09146477
1213,BeyoncÃ©,Kick Him Out (Next Ex),sorrow,0.007801887,0.030221542,0.02786719,0.066842884,0.86726665
1214,Taylor Swift,epiphany (the long pond studio sessions),sorrow,0.008480628,0.003151765,0.8966983,0.09052314,0.001146284
1215,Eminem,In Too Deep,sorrow,0.000776729,0.65,0.233333333,0.1,0.989081
1216,Lady Gaga,Bloody Mary - Dancin In Circle - Paparazzi - Angel Down - Joanne (ACT V),sorrow,0.116666667,0.216666667,0.761125,0.216666667,0.366666667
1217,Eminem,I Remember (Dedication to Whitey Ford/Everlast Diss),sorrow,0.015681114,0.233333333,0.216666667,0.92680365,0.00206932
1218,James Arthur,Train Wreck,sorrow,0.5463985,0.8,0.10715523,0.022954594,0.1
1219,Post Malone,Patient,sorrow,0.012729915,0.283333333,0.86105025,0.12454626,0.133333333
1220,Lady Gaga,Million Reasons (KVR Remix),sorrow,0.016666667,0.733333333,0.066666667,0.033333333,0.66941935
1221,Lady Gaga,New York (Demo),sorrow,0.059884038,0.007348907,0.002665184,0.07668078,0.8534212
1222,Maroon 5,Payphone (No Rap Edit),sorrow,0.018547958,0.216666667,0.366666667,0.166666667,0.80229414
1223,Ariana Grande,Boyfriend Material,sorrow,0.016666667,0.083333333,0.033333333,0.433333333,0.60221446
1224,Lady Gaga,Before I Cry,sorrow,0.009327389,0.16062577,0.006859514,0.003919045,0.81926817
1225,Maroon 5,Must Get Out,sorrow,0.10026917,0.026158947,0.000798348,0.033127144,0.8396464
1226,Lady Gaga,November,sorrow,0.006941036,0.112723835,0.006355048,0.002308219,0.87167186
1227,Eminem,Everything,sorrow,0.133333333,0.05,0.65,0.50761944,0.0126115
1228,Eminem,Marshall Mathers (Snippet),sorrow,0.066666667,0.083333333,0.6540697,0.29909974,0.4
1229,Nicki Minaj,The Crying Game,sorrow,0.27256566,0.30737233,0.216666667,0.20841654,0.7
1230,Ariana Grande,Lovin’ It,sorrow,0.004420195,0.015601107,0.000537603,0.004641884,0.97479916
1231,Ariana Grande,Unreleased Songs [Discography List],sorrow,0.166666667,0.009840824,0.033333333,0.8382052,0.55
1232,BeyoncÃ©,Creole,sorrow,0.00505601,0.05,0.566666667,0.94393873,0.383333333
1233,Justin Bieber,Break From Love,sorrow,0.003449154,0.41031328,0.216666667,0.066666667,0.58205676
1234,Ariana Grande,​the light is coming,sorrow,0.005698984,0.019749932,0.6026777,0.3559442,0.65
1235,Taylor Swift,Sad Beautiful Tragic,sorrow,0.08243833,0.633333333,0.016666667,0.166666667,0.7311834
1236,Coldplay,Sparks,sorrow,0.666666667,0.15,0.009910354,0.066666667,0.921931
1237,Ariana Grande,​bad idea,sorrow,0.016358957,0.93891746,0.05,0.083333333,0.833333333
1238,Taylor Swift,The Moment I Knew,sorrow,0.183333333,0.3,0.033333333,0.65213114,0.4
1239,Billie Eilish,TV,sorrow,0.383333333,0.8761671,0.011460885,0.316666667,0.216666667
1240,Eminem,Demon Inside,sorrow,0.013462375,0.14399411,0.7971167,0.757575758,0.242424242
1241,Taylor Swift,In The Pouring Rain,sorrow,0.003165419,0.05781306,0.002757805,0.001964331,0.9342994
1242,Eminem,Déjà Vu,sorrow,0.19363935,0.35,0.233333333,0.63403213,0.05
1243,Cardi B,Be Careful,sorrow,0.008990111,0.020240655,0.183333333,0.5982589,0.516666667
1244,Post Malone,"Yours Truly, Austin Post",sorrow,0.005886992,0.000544411,0.0153281,0.9753401,0.002900398
1245,Lady Gaga,Wish You Were Here,sorrow,0.233333333,0.466666667,0.033333333,0.003096421,0.6324299
1246,Ariana Grande,Female (Dangerous Woman Tour Visual),sorrow,0.020898376,0.01063055,0.6880527,0.067555405,0.21286298
1247,Noah Cyrus,Lonely,sorrow,0.255319149,0.3980061,0.4911211,0.191489362,0.340425532
1248,Ariana Grande,​jada,sorrow,0.006510273,0.000802308,0.90751207,0.08066077,0.004514491
1249,Post Malone,I Fall Apart (SLANDER Remix),sorrow,0.023347337,0.34397697,0.07440192,0.21338782,0.34488595
1250,Ariana Grande,Not Afraid of Love,sorrow,0.002463342,0.033333333,0.183333333,0.183333333,0.9833371
1251,Ariana Grande,True Love,sorrow,0.018181818,0.145454545,0.001609379,0.181818182,0.9713435
1252,Taylor Swift,Teardrops on My Guitar,sorrow,0.066666667,0.65,0.05,0.034745663,0.94608307
1253,Eminem,3 a.m.,sorrow,0.010480451,0.7095639,0.916666667,0.033333333,0.033333333
1254,Justin Bieber,At Least For Now,sorrow,0.387755102,0.306122449,0.163265306,0.50090575,0.32956713
1255,Taylor Swift,Haunted (Live/2011),sorrow,0.013348191,0.58799535,0.55,0.066666667,0.39185897
1256,Taylor Swift,Dear John (Live/2011),sorrow,0.183333333,0.326348,0.05,0.4,0.59483635
1257,Ariana Grande,breathin,sorrow,0.3530577,0.35,0.35,0.4857569,0.2
1258,Taylor Swift,Need You Now,sorrow,0.000883054,0.004422016,0.000436801,0.000834721,0.99342334
1259,Post Malone,Nothing Else Matters,sorrow,0.05,0.15,0.566666667,0.033333333,0.9384245
1260,Post Malone,A Thousand Bad Times,sorrow,0.016666667,0.097470954,0.416666667,0.216666667,0.79285866
1261,Adele,Easy On Me,sorrow,0.066666667,0.9359182,0.033333333,0.016666667,0.1
1262,Taylor Swift,By The Way,sorrow,0.41580594,0.183333333,0.266666667,0.44325632,0.13509543
1263,Nicki Minaj,Out of my face,sorrow,0.003014286,0.001192564,0.000804022,0.99312073,0.001868373
1264,Post Malone,Up There,sorrow,0.033333333,0.45,0.05,0.9435187,0.466666667
1265,Ariana Grande,​only 1 (live),sorrow,0.001009486,0.010126475,0.000853751,0.001084121,0.9869262
1266,Eminem,Cleanin’ Out My Closet,sorrow,0.038548272,0.166666667,0.09605161,0.86064684,0.116666667
1267,Taylor Swift,This Is Really Happening,sorrow,0.116666667,0.022826664,0.416666667,0.35,0.97324646
1268,Taylor Swift,Come Back... Be Here,sorrow,0.034466054,0.40089422,0.012400694,0.009988413,0.5422507
1269,Maroon 5,If I Ain’t Got You (live),sorrow,0.2,0.566666667,0.062228993,0.15786496,0.5192485
1270,Selena Gomez,De Una Vez,sorrow,0.153846154,0.25,0.059754428,0.13645397,0.7238669
1271,Selena Gomez,Give You Up,sorrow,0.166666667,0.183333333,0.15,0.116666667,0.7405992
1272,Ariana Grande,Last Christmas,sorrow,0.005815887,0.4550615,0.016666667,0.083333333,0.8
1273,Eminem,Farewell,sorrow,0.012072108,0.71783346,0.766666667,0.216666667,0.23838139
1274,Eminem,Anger Management (Turkish Translation),sorrow,0.15,0.001893633,0.633333333,0.79766166,0.083333333
1275,Eminem,Never 2 Far,sorrow,0.01836077,0.00140966,0.84352946,0.716666667,0.05
1276,Eminem,Backstabber,sorrow,0.16271806,0.05,0.62784576,0.4,0.133333333
1277,Taylor Swift,Afterglow,sorrow,0.007272995,0.5864455,0.14364123,0.009162049,0.25347823
1278,Post Malone,Jonestown (Interlude),sorrow,0.18040013,0.13750029,0.38235918,0.2896836,0.0100568
1279,Justin Bieber,Wish You Would (Solo Version),sorrow,0.07089342,0.216666667,0.25,0.8253629,0.133333333
1280,Post Malone,Myself,sorrow,0.055185813,0.056603774,0.245283019,0.823285,0.264150943
1281,Eminem,The Way I Am,sorrow,0.04759872,0.001912991,0.1471368,0.80263996,0.000711527
1282,Justin Bieber,Changes,sorrow,0.222222222,0.555555556,0.069264196,0.49386486,0.2746332
1283,Post Malone,Wake Me Up,sorrow,0.183333333,0.1,0.64793223,0.29544857,0.433333333
1284,Eminem,Oh No,sorrow,0.033715818,0.002009601,0.3664226,0.5975172,0.000334816
1285,Ariana Grande,​break your heart right back (live),sorrow,0.002956078,0.04599187,0.002210916,0.004310435,0.94453067
1286,Justin Bieber,Don’t Say Goodbye,sorrow,0.003190346,0.03383145,0.083333333,0.083333333,0.9484188
1287,Sarah Cothran,As the World Caves In,sorrow,0.339622642,0.264150943,0.226415094,0.77036446,0.169811321
1288,Ariana Grande,Break Free,sorrow,0.049485065,0.8305763,0.024555206,0.006848776,0.08853468
1289,Selena Gomez,People You Know,sorrow,0.00475338,0.6135062,0.008853783,0.002612897,0.3702737
1290,Taylor Swift,You All Over Me,sorrow,0.216666667,0.45,0.27722985,0.21731004,0.2
1291,Justin Bieber,Thick Or Thin,sorrow,0.009871452,0.090909091,0.181818182,0.606060606,0.94972634
1292,Taylor Swift,cardigan,sorrow,0.042037606,0.383333333,0.233333333,0.36802357,0.55770344
1293,Nicki Minaj,Dead Wrong,sorrow,0.013218297,0.002744408,0.12361382,0.8575641,0.002859355
1294,Lady Gaga,Onion Girl,sorrow,0.033447083,0.008147757,0.17501882,0.77935743,0.004028965
1295,Billie Eilish,‌watch (Live),sorrow,0.066666667,0.3,0.15,0.333333333,0.9553453
1296,Selena Gomez,Camouflage,sorrow,0.009885023,0.133333333,0.2,0.15,0.8321048
1297,Ariana Grande,She Got Her Own (Demo Edit),sorrow,0.004415856,0.004071738,0.4029039,0.5623389,0.02626955
1298,Nicki Minaj,Buy a Heart,sorrow,0.083333333,0.083333333,0.1,0.95274055,0.533333333
1299,Justin Bieber,Better,sorrow,0.018867925,0.40394822,0.150943396,0.188679245,0.5809516
1300,Eminem,Maxine,sorrow,0.0334073,0.002925448,0.58259046,0.3804448,0.000631907
1301,Selena Gomez,Ring,sorrow,0.00577502,0.031040132,0.08945797,0.096123695,0.77760315
1302,Justin Bieber,Guarded*,sorrow,0.84247833,0.012155039,0.083333333,0.833333333,0.083333333
1303,Selena Gomez,Vulnerable,sorrow,0.05,0.233333333,0.116666667,0.316666667,0.9933462
1304,Lady Gaga,Drivin' In Circles (Demo),sorrow,0.0645504,0.79628307,0.233333333,0.033333333,0.733333333
1305,Taylor Swift,Why She Disappeared [Poem],sorrow,0.39698532,0.02107462,0.41993946,0.816666667,0.166666667
1306,Freya Ridings,Face in the Crowd,sorrow,0.2,0.283333333,0.15,0.316666667,0.9731343
1307,Taylor Swift,Perfect Have I Loved,sorrow,0.000686695,0.183333333,0.266666667,0.416666667,0.9919659
1308,Eminem,Bad Guy,sorrow,0.025455644,0.60611975,0.010632302,0.01114904,0.34664324
1309,Lady Gaga,Fooled Me Again (Honest Eyes),sorrow,0.333333333,0.21332642,0.31292772,0.32249027,0.483333333
1310,Taylor Swift,Christmases When You Were Mine,sorrow,0.017619828,0.058355708,0.01608383,0.06581911,0.8421215
1311,Eminem,Can I Bitch,sorrow,0.01248013,0.05,0.666666667,0.898183,0.066666667
1312,Maroon 5,My Heart Is Open,sorrow,0.002622125,0.033977155,0.000803512,0.000972403,0.9616248
1313,Lady Gaga,Earthquake (Then You'd Love Me),sorrow,0.002623926,0.1439464,0.216666667,0.033333333,0.85022587
1314,Maroon 5,Must Get Out (Demo),sorrow,0.031226555,0.1,0.316666667,0.4,0.93502253
1315,Selena Gomez,Running Back To Me,sorrow,0.05,0.65,0.083333333,0.183333333,0.55228376
1316,Billie Eilish,​watch (Xie Remix),sorrow,0.066666667,0.266666667,0.2,0.083333333,0.93613714
1317,Selena Gomez,Wolves,sorrow,0.015078238,0.14803794,0.001792464,0.005196449,0.82989496
1318,Eminem,If I Had...,sorrow,0.2,0.016666667,0.6189736,0.29570046,0.183333333
1319,Bradley Marshall,Hurts The Most,sorrow,0.466666667,0.483333333,0.016666667,0.003857108,0.6877209
1320,Harry Styles,Falling,sorrow,0.233333333,0.84185,0.083333333,0.033333333,0.066666667
1321,Selena Gomez,Love Will Remember (Demo),sorrow,0.002174261,0.4,0.15,0.044139754,0.94658214
1322,Maroon 5,The air i breathe,sorrow,0.025105182,0.71849364,0.116666667,0.116666667,0.266666667
1323,Justin Bieber,Many Men*,sorrow,0.059782263,0.15,0.45,0.7996439,0.166666667
1324,Taylor Swift,Cold as You,sorrow,0.028222185,0.652863,0.005652834,0.010376866,0.302885
1325,Post Malone,Kurt Cobain,sorrow,0.005890126,0.316666667,0.1,0.8997136,0.016666667
1326,Post Malone,"Hollywood, Bleeding",sorrow,0.037445292,0.63433045,0.045923013,0.033897467,0.2484037
1327,Post Malone,Come As You Are,sorrow,0.083333333,0.183333333,0.516666667,0.630893,0.183333333
1328,Maddie Zahm,Fat Funny Friend (sadder),sorrow,0.283333333,0.68108416,0.06514819,0.3,0.133333333
1329,Nicki Minaj,So Special,sorrow,0.016666667,0.033333333,0.8423208,0.056129392,0.5
1330,Maroon 5,Sweetest Goodbye,sorrow,0.033333333,0.133333333,0.516666667,0.266666667,0.9495969
1331,Eminem,The Kids (Unreleased Demo),sorrow,0.00759631,0.057142857,0.457142857,0.9585682,0.085714286
1332,Ariana Grande,Too Close,sorrow,0.000511301,0.002467858,0.000601744,0.001198096,0.99522096
1333,Ariana Grande,Untitled*,sorrow,0.066666667,0.166666667,0.6,0.016666667,0.79554594
1334,Ariana Grande,​in my head interlude (live),sorrow,0.011454286,0.08396308,0.22,0.04,0.8924262
1335,Justin Bieber,Heartbreaker,sorrow,0.001884715,0.166666667,0.416666667,0.066666667,0.9508762
1336,Ariana Grande,Love Boy,sorrow,0.001587639,0.216666667,0.15,0.7935093,0.416666667
1337,Lady Gaga,Million Reasons,sorrow,0.133333333,0.466666667,0.2,0.066666667,0.66941935
1338,Cardi B,Pull Up,sorrow,0.007588703,0.074074074,0.685185185,0.092592593,0.83763623
1339,Taylor Swift,Forever & Always,sorrow,0.01016275,0.9631511,0.05,0.233333333,0.65
1340,Maroon 5,Chilly Winter (Demo),sorrow,0.006015985,0.110303484,0.017553056,0.017908642,0.84821886
1341,Eminem,Insult to Injury,sorrow,0.015520578,0.02,0.5,0.869991,0.14
1342,Eminem,Rock Bottom,sorrow,0.12272342,0.011979339,0.067793496,0.7958073,0.001696448
1343,Maroon 5,Not Coming Home,sorrow,0.016666667,0.9367645,0.166666667,0.333333333,0.133333333
1344,Eminem,Zeus,sorrow,0.083333333,0.002603515,0.483333333,0.7587888,0.05
1345,Eminem,"Low Down, Dirty",sorrow,0.006745048,0.023089303,0.26727143,0.85,0.03337096
1346,Taylor Swift,The Outside,sorrow,0.03375852,0.87007684,0.4,0.116666667,0.35
1347,Anson Seabra,Trying My Best,sorrow,0.783333333,0.34443444,0.0177532,0.033333333,0.55907667
1348,Justin Bieber,Memphis,sorrow,0.016666667,0.06712876,0.266666667,0.133333333,0.91026235
1349,Post Malone,Over Now,sorrow,0.031575765,0.47354916,0.2,0.333333333,0.39064002
1350,Ariana Grande,​pov,sorrow,0.001609767,0.008898853,0.0002698,0.001546816,0.98767483
1351,Ariana Grande,Problem (Dawin Remix),sorrow,0.017624507,0.06008858,0.006891157,0.010834981,0.90456086
1352,Taylor Swift,Making Up for Lost Love,sorrow,0.058611926,0.6402145,0.004283404,0.316666667,0.26596892
1353,Lady Gaga,Words,sorrow,0.6215924,0.2351743,0.133333333,0.166666667,0.366666667
1354,Justin Bieber,Wish You Would,sorrow,0.012024993,0.066666667,0.3,0.87892205,0.3
1355,Maroon 5,Tangled,sorrow,0.026510853,0.27302304,0.827586207,0.086206897,0.07879318
1356,Lady Gaga,Your Freakin' Car (Demo),sorrow,0.1,0.233333333,0.066666667,0.383333333,0.9297793
1357,Conan Gray,Heather,sorrow,0.004238147,0.001259943,0.008563223,0.6864257,0.29951304
1358,Taylor Swift,my tears ricochet,sorrow,0.433333333,0.35,0.032868825,0.033333333,0.6436828
1359,Ariana Grande,Rollercoaster,sorrow,0.006500272,0.35483871,0.419354839,0.7479421,0.129032258
1360,Nicki Minaj,Misinformation,sorrow,0.021145081,0.5288336,0.196428571,0.09837496,0.625
1361,Ariana Grande,​right there (live),sorrow,0.004366186,0.000658954,0.060606061,0.9799788,0.939393939
1362,Justin Bieber,Hurry Up And Wait,sorrow,0.75079024,0.116666667,0.316666667,0.166666667,0.266666667
1363,Ariana Grande,Better Days - Live from One Love Manchester,sorrow,0.069624044,0.006871068,0.044358876,0.4151748,0.46397117
1364,Eminem,Groundhog Day,sorrow,0.10020194,0.016666667,0.85,0.3669407,0.05
1365,Maroon 5,Maps,sorrow,0.006527658,0.062355265,0.001714024,0.009130943,0.9202721
1366,Nicki Minaj,Come See About Me,sorrow,0.004489976,0.110852666,0.001511517,0.001709804,0.881436
1367,Post Malone,School,sorrow,0.028153077,0.39522836,0.65,0.133333333,0.39776367
1368,Justin Bieber,Fall (Acoustic) [Live],sorrow,0.033333333,0.266666667,0.233333333,0.116666667,0.9718132
1369,Taylor Swift,I Almost Do,sorrow,0.005681783,0.38657665,0.133333333,0.183333333,0.616666667
1370,Justin Bieber,Hard 2 Face Reality,sorrow,0.76068616,0.04104417,0.006311767,0.18881086,0.003147058
1371,Ariana Grande,Right There (7th Heaven Radio Mix),sorrow,0.006429211,0.033333333,0.133333333,0.91836834,0.55
1372,Justin Bieber,Start Again,sorrow,0.148148148,0.277777778,0.055555556,0.092592593,0.9354895
1373,Cat Burns,go,sorrow,0.083333333,0.516666667,0.049463198,0.93044484,0.283333333
1374,d4vd,Romantic Homicide,sorrow,0.003942697,0.92210805,0.007064298,0.001559895,0.065324955
1375,Ruth B.,Dandelions,sorrow,0.001689802,0.001074962,0.000484395,0.0183974,0.97835344
1376,Post Malone,No Option,sorrow,0.183333333,0.466666667,0.083333333,0.94158554,0.183333333
1377,Justin Bieber,Emotional,sorrow,0.004530719,0.7004755,0.00731016,0.001115453,0.2865682
1378,Ariana Grande,I Don’t Care,sorrow,0.118644068,0.5963317,0.2595421,0.13559322,0.338983051
1379,Lady Gaga,1000 Doves,sorrow,0.21453844,0.05,0.2,0.23711818,0.733333333
1380,Ariana Grande,How I Look on You,sorrow,0.043723743,0.21675205,0.07362142,0.10610861,0.5597942
1381,Justin Bieber,Flatline,sorrow,0.020504769,0.7687056,0.1,0.366666667,0.20118165
1382,Post Malone,Why Don't You Love Me,sorrow,0.016666667,0.19855037,0.316666667,0.466666667,0.6686228
1383,Maroon 5,Payphone,sorrow,0.007352201,0.1404626,0.216666667,0.2,0.84200484
1384,charli d'amelio,if you ask me to,sorrow,0.183333333,0.166666667,0.016666667,0.1,0.9141293
1385,Ariana Grande,Intro,sorrow,0.004519903,0.00071566,0.009852052,0.033005707,0.9519068
1386,Justin Bieber,Superficial*,sorrow,0.033333333,0.3,0.15,0.35,0.8844341
